study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21504	SAMEA104205726	ERS1864744	ERX2145680	ERR2088886	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088886/ERR2088886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088886/ERR2088886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088886/ERR2088886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088886/ERR2088886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC57.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC57.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC57.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC57.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088886	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088886		
PRJEB21504	SAMEA104205727	ERS1864745	ERX2145681	ERR2088887	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088887/ERR2088887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088887/ERR2088887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088887/ERR2088887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088887/ERR2088887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC58.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC58.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC58.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC58.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088887	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088887		
PRJEB21504	SAMEA104205728	ERS1864746	ERX2145682	ERR2088888	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088888/ERR2088888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088888/ERR2088888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088888/ERR2088888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088888/ERR2088888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC59.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC59.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC59.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC59.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088888	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088888		
PRJEB21504	SAMEA104205729	ERS1864747	ERX2145683	ERR2088889	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088889/ERR2088889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088889/ERR2088889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088889/ERR2088889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088889/ERR2088889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC60.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC60.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC60.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC60.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088889	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088889		
PRJEB21504	SAMEA104205730	ERS1864748	ERX2145684	ERR2088890	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088890/ERR2088890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088890/ERR2088890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088890/ERR2088890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088890/ERR2088890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC61.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC61.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC61.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC61.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088890	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088890		
PRJEB21504	SAMEA104205731	ERS1864749	ERX2145685	ERR2088891	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088891/ERR2088891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088891/ERR2088891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088891/ERR2088891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088891/ERR2088891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC62.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC62.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC62.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC62.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088891	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088891		
PRJEB21504	SAMEA104205732	ERS1864750	ERX2145686	ERR2088892	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088892/ERR2088892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088892/ERR2088892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088892/ERR2088892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088892/ERR2088892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC63.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC63.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC63.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC63.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088892	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088892		
PRJEB21504	SAMEA104205733	ERS1864751	ERX2145687	ERR2088893	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088893/ERR2088893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088893/ERR2088893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088893/ERR2088893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088893/ERR2088893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC64.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC64.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC64.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC64.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088893	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088893		
PRJEB21504	SAMEA104205734	ERS1864752	ERX2145688	ERR2088894	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088894/ERR2088894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088894/ERR2088894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088894/ERR2088894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088894/ERR2088894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC65.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC65.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC65.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC65.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088894	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088894		
PRJEB21504	SAMEA104205735	ERS1864753	ERX2145689	ERR2088895	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088895/ERR2088895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088895/ERR2088895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088895/ERR2088895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088895/ERR2088895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC66.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC66.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC66.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC66.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088895	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088895		
PRJEB21504	SAMEA104205736	ERS1864754	ERX2145690	ERR2088896	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088896/ERR2088896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088896/ERR2088896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088896/ERR2088896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088896/ERR2088896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC67.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC67.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC67.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC67.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088896	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088896		
PRJEB21504	SAMEA104205737	ERS1864755	ERX2145691	ERR2088897	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088897/ERR2088897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088897/ERR2088897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088897/ERR2088897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088897/ERR2088897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC68.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC68.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC68.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC68.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088897	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088897		
PRJEB21504	SAMEA104205738	ERS1864756	ERX2145692	ERR2088898	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088898/ERR2088898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088898/ERR2088898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088898/ERR2088898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088898/ERR2088898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC69.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC69.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC69.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC69.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088898	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088898		
PRJEB21504	SAMEA104205739	ERS1864757	ERX2145693	ERR2088899	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088899/ERR2088899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088899/ERR2088899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088899/ERR2088899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088899/ERR2088899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC70.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC70.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC70.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC70.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088899	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088899		
PRJEB21504	SAMEA104205740	ERS1864758	ERX2145694	ERR2088900	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088900/ERR2088900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088900/ERR2088900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088900/ERR2088900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088900/ERR2088900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC71.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC71.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC71.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC71.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088900	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088900		
PRJEB21504	SAMEA104205741	ERS1864759	ERX2145695	ERR2088901	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088901/ERR2088901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088901/ERR2088901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088901/ERR2088901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088901/ERR2088901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC72.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC72.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC72.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC72.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088901	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088901		
PRJEB21504	SAMEA104205742	ERS1864760	ERX2145696	ERR2088902	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088902/ERR2088902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088902/ERR2088902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088902/ERR2088902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088902/ERR2088902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC73.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC73.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC73.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC73.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088902	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088902		
PRJEB21504	SAMEA104205743	ERS1864761	ERX2145697	ERR2088903	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088903/ERR2088903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088903/ERR2088903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088903/ERR2088903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088903/ERR2088903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC74.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC74.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC74.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC74.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088903	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088903		
PRJEB21504	SAMEA104205744	ERS1864762	ERX2145698	ERR2088904	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088904/ERR2088904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088904/ERR2088904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088904/ERR2088904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088904/ERR2088904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC75.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC75.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC75.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC75.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088904	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088904		
PRJEB21504	SAMEA104205745	ERS1864763	ERX2145699	ERR2088905	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088905/ERR2088905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088905/ERR2088905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088905/ERR2088905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088905/ERR2088905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC76.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC76.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC76.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC76.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088905	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088905		
PRJEB21504	SAMEA104205746	ERS1864764	ERX2145700	ERR2088906	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088906/ERR2088906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088906/ERR2088906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088906/ERR2088906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088906/ERR2088906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC77.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC77.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC77.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC77.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088906	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088906		
PRJEB21504	SAMEA104205747	ERS1864765	ERX2145701	ERR2088907	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088907/ERR2088907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088907/ERR2088907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088907/ERR2088907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088907/ERR2088907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC78.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC78.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC78.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC78.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088907	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088907		
PRJEB21504	SAMEA104205748	ERS1864766	ERX2145702	ERR2088908	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088908/ERR2088908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088908/ERR2088908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088908/ERR2088908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088908/ERR2088908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC79.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC79.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC79.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC79.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088908	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088908		
PRJEB21504	SAMEA104205749	ERS1864767	ERX2145703	ERR2088909	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088909/ERR2088909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088909/ERR2088909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088909/ERR2088909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088909/ERR2088909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC80.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC80.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC80.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC80.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088909	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088909		
